,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday,start_year,start_month,start_hour,start_day,week_day
25764,EWR,0,0.0,10.0,73.0,57.0,1012.3,0.0,0.0,1.20333333333333,0.0,N,2015,June,14,10,Wednesday
25765,Manhattan,2557,0.0,10.0,73.0,57.0,1012.3,0.0,0.0,1.20333333333333,0.0,N,2015,June,14,10,Wednesday
25766,Queens,370,0.0,10.0,73.0,57.0,1012.3,0.0,0.0,1.20333333333333,0.0,N,2015,June,14,10,Wednesday
25767,Staten Island,3,0.0,10.0,73.0,57.0,1012.3,0.0,0.0,1.20333333333333,0.0,N,2015,June,14,10,Wednesday
25768,Unknown,2,0.0,10.0,73.0,57.0,1012.3,0.0,0.0,1.20333333333333,0.0,N,2015,June,14,10,Wednesday
25769,Bronx,66,9.0,10.0,76.0,55.0,1012.3,0.0,0.0,1.26333333333333,0.0,N,2015,June,15,10,Wednesday
25770,Brooklyn,510,9.0,10.0,76.0,55.0,1012.3,0.0,0.0,1.26333333333333,0.0,N,2015,June,15,10,Wednesday
25771,EWR,0,9.0,10.0,76.0,55.0,1012.3,0.0,0.0,1.26333333333333,0.0,N,2015,June,15,10,Wednesday
25772,Manhattan,2907,9.0,10.0,76.0,55.0,1012.3,0.0,0.0,1.26333333333333,0.0,N,2015,June,15,10,Wednesday
25773,Queens,378,9.0,10.0,76.0,55.0,1012.3,0.0,0.0,1.26333333333333,0.0,N,2015,June,15,10,Wednesday
25774,Staten Island,3,9.0,10.0,76.0,55.0,1012.3,0.0,0.0,1.26333333333333,0.0,N,2015,June,15,10,Wednesday
25775,Unknown,2,9.0,10.0,76.0,55.0,1012.3,0.0,0.0,1.26333333333333,0.0,N,2015,June,15,10,Wednesday
25776,Bronx,76,0.0,10.0,78.0,55.0,1012.3,0.0,0.0,1.3933333333333302,0.0,N,2015,June,16,10,Wednesday
25777,Brooklyn,525,0.0,10.0,78.0,55.0,1012.3,0.0,0.0,1.3933333333333302,0.0,N,2015,June,16,10,Wednesday
25778,EWR,1,0.0,10.0,78.0,55.0,1012.3,0.0,0.0,1.3933333333333302,0.0,N,2015,June,16,10,Wednesday
25779,Manhattan,3336,0.0,10.0,78.0,55.0,1012.3,0.0,0.0,1.3933333333333302,0.0,N,2015,June,16,10,Wednesday
25780,Queens,401,0.0,10.0,78.0,55.0,1012.3,0.0,0.0,1.3933333333333302,0.0,N,2015,June,16,10,Wednesday
25781,Staten Island,1,0.0,10.0,78.0,55.0,1012.3,0.0,0.0,1.3933333333333302,0.0,N,2015,June,16,10,Wednesday
25782,Bronx,116,5.0,10.0,80.0,56.0,1012.1,0.0,0.0,1.4133333333333302,0.0,N,2015,June,17,10,Wednesday
25783,Brooklyn,500,5.0,10.0,80.0,56.0,1012.1,0.0,0.0,1.4133333333333302,0.0,N,2015,June,17,10,Wednesday
25784,EWR,0,5.0,10.0,80.0,56.0,1012.1,0.0,0.0,1.4133333333333302,0.0,N,2015,June,17,10,Wednesday
25785,Manhattan,3839,5.0,10.0,80.0,56.0,1012.1,0.0,0.0,1.4133333333333302,0.0,N,2015,June,17,10,Wednesday
25786,Queens,399,5.0,10.0,80.0,56.0,1012.1,0.0,0.0,1.4133333333333302,0.0,N,2015,June,17,10,Wednesday
25787,Staten Island,1,5.0,10.0,80.0,56.0,1012.1,0.0,0.0,1.4133333333333302,0.0,N,2015,June,17,10,Wednesday
25788,Unknown,2,5.0,10.0,80.0,56.0,1012.1,0.0,0.0,1.4133333333333302,0.0,N,2015,June,17,10,Wednesday
25789,Bronx,96,5.0,10.0,82.0,54.0,1011.4,0.0,0.0,1.4133333333333302,0.0,N,2015,June,18,10,Wednesday
25790,Brooklyn,627,5.0,10.0,82.0,54.0,1011.4,0.0,0.0,1.4133333333333302,0.0,N,2015,June,18,10,Wednesday
25791,EWR,0,5.0,10.0,82.0,54.0,1011.4,0.0,0.0,1.4133333333333302,0.0,N,2015,June,18,10,Wednesday
25792,Manhattan,4516,5.0,10.0,82.0,54.0,1011.4,0.0,0.0,1.4133333333333302,0.0,N,2015,June,18,10,Wednesday
25793,Queens,476,5.0,10.0,82.0,54.0,1011.4,0.0,0.0,1.4133333333333302,0.0,N,2015,June,18,10,Wednesday
25794,Staten Island,3,5.0,10.0,82.0,54.0,1011.4,0.0,0.0,1.4133333333333302,0.0,N,2015,June,18,10,Wednesday
25795,Unknown,1,5.0,10.0,82.0,54.0,1011.4,0.0,0.0,1.4133333333333302,0.0,N,2015,June,18,10,Wednesday
25796,Bronx,96,5.0,10.0,81.0,56.0,1010.8,0.0,0.0,1.3833333333333302,0.0,N,2015,June,19,10,Wednesday
25797,Brooklyn,790,5.0,10.0,81.0,56.0,1010.8,0.0,0.0,1.3833333333333302,0.0,N,2015,June,19,10,Wednesday
25798,EWR,0,5.0,10.0,81.0,56.0,1010.8,0.0,0.0,1.3833333333333302,0.0,N,2015,June,19,10,Wednesday
25799,Manhattan,5042,5.0,10.0,81.0,56.0,1010.8,0.0,0.0,1.3833333333333302,0.0,N,2015,June,19,10,Wednesday
25800,Queens,469,5.0,10.0,81.0,56.0,1010.8,0.0,0.0,1.3833333333333302,0.0,N,2015,June,19,10,Wednesday
25801,Staten Island,3,5.0,10.0,81.0,56.0,1010.8,0.0,0.0,1.3833333333333302,0.0,N,2015,June,19,10,Wednesday
25802,Unknown,2,5.0,10.0,81.0,56.0,1010.8,0.0,0.0,1.3833333333333302,0.0,N,2015,June,19,10,Wednesday
25803,Bronx,55,5.0,10.0,77.0,56.0,1011.2,0.0,0.0,1.36833333333333,0.0,N,2015,June,20,10,Wednesday
25804,Brooklyn,742,5.0,10.0,77.0,56.0,1011.2,0.0,0.0,1.36833333333333,0.0,N,2015,June,20,10,Wednesday
25805,EWR,0,5.0,10.0,77.0,56.0,1011.2,0.0,0.0,1.36833333333333,0.0,N,2015,June,20,10,Wednesday
25806,Manhattan,4357,5.0,10.0,77.0,56.0,1011.2,0.0,0.0,1.36833333333333,0.0,N,2015,June,20,10,Wednesday
25807,Queens,418,5.0,10.0,77.0,56.0,1011.2,0.0,0.0,1.36833333333333,0.0,N,2015,June,20,10,Wednesday
25808,Staten Island,1,5.0,10.0,77.0,56.0,1011.2,0.0,0.0,1.36833333333333,0.0,N,2015,June,20,10,Wednesday
25809,Unknown,4,5.0,10.0,77.0,56.0,1011.2,0.0,0.0,1.36833333333333,0.0,N,2015,June,20,10,Wednesday
25810,Bronx,69,5.0,10.0,79.0,57.0,1010.9,0.0,0.0,1.08833333333333,0.0,N,2015,June,21,10,Wednesday
25811,Brooklyn,752,5.0,10.0,79.0,57.0,1010.9,0.0,0.0,1.08833333333333,0.0,N,2015,June,21,10,Wednesday
25812,EWR,0,5.0,10.0,79.0,57.0,1010.9,0.0,0.0,1.08833333333333,0.0,N,2015,June,21,10,Wednesday
25813,Manhattan,4484,5.0,10.0,79.0,57.0,1010.9,0.0,0.0,1.08833333333333,0.0,N,2015,June,21,10,Wednesday
25814,Queens,511,5.0,10.0,79.0,57.0,1010.9,0.0,0.0,1.08833333333333,0.0,N,2015,June,21,10,Wednesday
25815,Staten Island,0,5.0,10.0,79.0,57.0,1010.9,0.0,0.0,1.08833333333333,0.0,N,2015,June,21,10,Wednesday
25816,Bronx,62,5.0,10.0,80.0,57.0,1010.4,0.0,0.0,0.835,0.0,N,2015,June,22,10,Wednesday
25817,Brooklyn,864,5.0,10.0,80.0,57.0,1010.4,0.0,0.0,0.835,0.0,N,2015,June,22,10,Wednesday
25818,EWR,0,5.0,10.0,80.0,57.0,1010.4,0.0,0.0,0.835,0.0,N,2015,June,22,10,Wednesday
25819,Manhattan,4644,5.0,10.0,80.0,57.0,1010.4,0.0,0.0,0.835,0.0,N,2015,June,22,10,Wednesday
25820,Queens,556,5.0,10.0,80.0,57.0,1010.4,0.0,0.0,0.835,0.0,N,2015,June,22,10,Wednesday
25821,Staten Island,2,5.0,10.0,80.0,57.0,1010.4,0.0,0.0,0.835,0.0,N,2015,June,22,10,Wednesday
25822,Unknown,1,5.0,10.0,80.0,57.0,1010.4,0.0,0.0,0.835,0.0,N,2015,June,22,10,Wednesday
25823,Bronx,62,0.0,9.1,79.0,57.0,1010.4,0.0,0.0,0.805,0.0,N,2015,June,23,10,Wednesday
25824,Brooklyn,862,0.0,9.1,79.0,57.0,1010.4,0.0,0.0,0.805,0.0,N,2015,June,23,10,Wednesday
25825,EWR,0,0.0,9.1,79.0,57.0,1010.4,0.0,0.0,0.805,0.0,N,2015,June,23,10,Wednesday
25826,Manhattan,4232,0.0,9.1,79.0,57.0,1010.4,0.0,0.0,0.805,0.0,N,2015,June,23,10,Wednesday
25827,Queens,517,0.0,9.1,79.0,57.0,1010.4,0.0,0.0,0.805,0.0,N,2015,June,23,10,Wednesday
25828,Staten Island,0,0.0,9.1,79.0,57.0,1010.4,0.0,0.0,0.805,0.0,N,2015,June,23,10,Wednesday
25829,Unknown,1,0.0,9.1,79.0,57.0,1010.4,0.0,0.0,0.805,0.0,N,2015,June,23,10,Wednesday
25830,Bronx,55,0.0,10.0,77.0,58.0,1010.4,0.0,0.0,0.78,0.0,N,2015,June,0,11,Thursday
25831,Brooklyn,648,0.0,10.0,77.0,58.0,1010.4,0.0,0.0,0.78,0.0,N,2015,June,0,11,Thursday
25832,EWR,0,0.0,10.0,77.0,58.0,1010.4,0.0,0.0,0.78,0.0,N,2015,June,0,11,Thursday
25833,Manhattan,2848,0.0,10.0,77.0,58.0,1010.4,0.0,0.0,0.78,0.0,N,2015,June,0,11,Thursday
25834,Queens,357,0.0,10.0,77.0,58.0,1010.4,0.0,0.0,0.78,0.0,N,2015,June,0,11,Thursday
25835,Staten Island,0,0.0,10.0,77.0,58.0,1010.4,0.0,0.0,0.78,0.0,N,2015,June,0,11,Thursday
25836,Unknown,5,0.0,10.0,77.0,58.0,1010.4,0.0,0.0,0.78,0.0,N,2015,June,0,11,Thursday
25837,Bronx,33,3.0,9.1,77.0,57.0,1010.5,0.0,0.02,0.7,0.0,N,2015,June,1,11,Thursday
25838,Brooklyn,413,3.0,9.1,77.0,57.0,1010.5,0.0,0.02,0.7,0.0,N,2015,June,1,11,Thursday
25839,EWR,0,3.0,9.1,77.0,57.0,1010.5,0.0,0.02,0.7,0.0,N,2015,June,1,11,Thursday
25840,Manhattan,1535,3.0,9.1,77.0,57.0,1010.5,0.0,0.02,0.7,0.0,N,2015,June,1,11,Thursday
25841,Queens,231,3.0,9.1,77.0,57.0,1010.5,0.0,0.02,0.7,0.0,N,2015,June,1,11,Thursday
25842,Staten Island,1,3.0,9.1,77.0,57.0,1010.5,0.0,0.02,0.7,0.0,N,2015,June,1,11,Thursday
25843,Unknown,1,3.0,9.1,77.0,57.0,1010.5,0.0,0.02,0.7,0.0,N,2015,June,1,11,Thursday
25844,Bronx,16,3.0,9.1,77.0,58.0,1011.1,0.0,0.0483333333333333,0.64,0.0,N,2015,June,2,11,Thursday
25845,Brooklyn,212,3.0,9.1,77.0,58.0,1011.1,0.0,0.0483333333333333,0.64,0.0,N,2015,June,2,11,Thursday
25846,EWR,0,3.0,9.1,77.0,58.0,1011.1,0.0,0.0483333333333333,0.64,0.0,N,2015,June,2,11,Thursday
25847,Manhattan,863,3.0,9.1,77.0,58.0,1011.1,0.0,0.0483333333333333,0.64,0.0,N,2015,June,2,11,Thursday
25848,Queens,86,3.0,9.1,77.0,58.0,1011.1,0.0,0.0483333333333333,0.64,0.0,N,2015,June,2,11,Thursday
25849,Staten Island,1,3.0,9.1,77.0,58.0,1011.1,0.0,0.0483333333333333,0.64,0.0,N,2015,June,2,11,Thursday
25850,Bronx,17,5.0,9.1,76.0,58.0,1011.1,0.0,0.0958333333333333,0.67,0.0,N,2015,June,3,11,Thursday
25851,Brooklyn,166,5.0,9.1,76.0,58.0,1011.1,0.0,0.0958333333333333,0.67,0.0,N,2015,June,3,11,Thursday
25852,EWR,0,5.0,9.1,76.0,58.0,1011.1,0.0,0.0958333333333333,0.67,0.0,N,2015,June,3,11,Thursday
25853,Manhattan,504,5.0,9.1,76.0,58.0,1011.1,0.0,0.0958333333333333,0.67,0.0,N,2015,June,3,11,Thursday
25854,Queens,57,5.0,9.1,76.0,58.0,1011.1,0.0,0.0958333333333333,0.67,0.0,N,2015,June,3,11,Thursday
25855,Staten Island,0,5.0,9.1,76.0,58.0,1011.1,0.0,0.0958333333333333,0.67,0.0,N,2015,June,3,11,Thursday
25856,Unknown,1,5.0,9.1,76.0,58.0,1011.1,0.0,0.0958333333333333,0.67,0.0,N,2015,June,3,11,Thursday
25857,Bronx,13,9.0,10.0,76.0,58.0,1010.8,0.0,0.105833333333333,0.63,0.0,N,2015,June,4,11,Thursday
25858,Brooklyn,128,9.0,10.0,76.0,58.0,1010.8,0.0,0.105833333333333,0.63,0.0,N,2015,June,4,11,Thursday
25859,EWR,0,9.0,10.0,76.0,58.0,1010.8,0.0,0.105833333333333,0.63,0.0,N,2015,June,4,11,Thursday
25860,Manhattan,422,9.0,10.0,76.0,58.0,1010.8,0.0,0.105833333333333,0.63,0.0,N,2015,June,4,11,Thursday
25861,Queens,70,9.0,10.0,76.0,58.0,1010.8,0.0,0.105833333333333,0.63,0.0,N,2015,June,4,11,Thursday
25862,Staten Island,3,9.0,10.0,76.0,58.0,1010.8,0.0,0.105833333333333,0.63,0.0,N,2015,June,4,11,Thursday
25863,Unknown,2,9.0,10.0,76.0,58.0,1010.8,0.0,0.105833333333333,0.63,0.0,N,2015,June,4,11,Thursday
25864,Bronx,21,8.0,10.0,74.0,58.0,1011.3,0.0,0.105833333333333,0.0,0.0,N,2015,June,5,11,Thursday
25865,Brooklyn,203,8.0,10.0,74.0,58.0,1011.3,0.0,0.105833333333333,0.0,0.0,N,2015,June,5,11,Thursday
25866,EWR,0,8.0,10.0,74.0,58.0,1011.3,0.0,0.105833333333333,0.0,0.0,N,2015,June,5,11,Thursday
25867,Manhattan,655,8.0,10.0,74.0,58.0,1011.3,0.0,0.105833333333333,0.0,0.0,N,2015,June,5,11,Thursday
25868,Queens,119,8.0,10.0,74.0,58.0,1011.3,0.0,0.105833333333333,0.0,0.0,N,2015,June,5,11,Thursday
25869,Staten Island,0,8.0,10.0,74.0,58.0,1011.3,0.0,0.105833333333333,0.0,0.0,N,2015,June,5,11,Thursday
25870,Unknown,1,8.0,10.0,74.0,58.0,1011.3,0.0,0.105833333333333,0.0,0.0,N,2015,June,5,11,Thursday
25871,Bronx,33,7.0,10.0,73.0,59.0,1011.0,0.0,0.105833333333333,0.633333333333333,0.0,N,2015,June,6,11,Thursday
25872,Brooklyn,379,7.0,10.0,73.0,59.0,1011.0,0.0,0.105833333333333,0.633333333333333,0.0,N,2015,June,6,11,Thursday
25873,EWR,0,7.0,10.0,73.0,59.0,1011.0,0.0,0.105833333333333,0.633333333333333,0.0,N,2015,June,6,11,Thursday
25874,Manhattan,1003,7.0,10.0,73.0,59.0,1011.0,0.0,0.105833333333333,0.633333333333333,0.0,N,2015,June,6,11,Thursday
25875,Queens,247,7.0,10.0,73.0,59.0,1011.0,0.0,0.105833333333333,0.633333333333333,0.0,N,2015,June,6,11,Thursday
25876,Staten Island,1,7.0,10.0,73.0,59.0,1011.0,0.0,0.105833333333333,0.633333333333333,0.0,N,2015,June,6,11,Thursday
25877,Unknown,3,7.0,10.0,73.0,59.0,1011.0,0.0,0.105833333333333,0.633333333333333,0.0,N,2015,June,6,11,Thursday
25878,Bronx,72,8.0,9.1,73.0,59.0,1011.2,0.0,0.0858333333333333,0.653333333333333,0.0,N,2015,June,7,11,Thursday
25879,Brooklyn,574,8.0,9.1,73.0,59.0,1011.2,0.0,0.0858333333333333,0.653333333333333,0.0,N,2015,June,7,11,Thursday
25880,EWR,0,8.0,9.1,73.0,59.0,1011.2,0.0,0.0858333333333333,0.653333333333333,0.0,N,2015,June,7,11,Thursday
25881,Manhattan,1853,8.0,9.1,73.0,59.0,1011.2,0.0,0.0858333333333333,0.653333333333333,0.0,N,2015,June,7,11,Thursday
25882,Queens,315,8.0,9.1,73.0,59.0,1011.2,0.0,0.0858333333333333,0.653333333333333,0.0,N,2015,June,7,11,Thursday
25883,Staten Island,1,8.0,9.1,73.0,59.0,1011.2,0.0,0.0858333333333333,0.653333333333333,0.0,N,2015,June,7,11,Thursday
25884,Unknown,4,8.0,9.1,73.0,59.0,1011.2,0.0,0.0858333333333333,0.653333333333333,0.0,N,2015,June,7,11,Thursday
25885,Bronx,109,5.0,8.0,73.0,59.0,1011.1,0.0,0.0575,0.668333333333333,0.0,N,2015,June,8,11,Thursday
25886,Brooklyn,729,5.0,8.0,73.0,59.0,1011.1,0.0,0.0575,0.668333333333333,0.0,N,2015,June,8,11,Thursday
25887,EWR,0,5.0,8.0,73.0,59.0,1011.1,0.0,0.0575,0.668333333333333,0.0,N,2015,June,8,11,Thursday
25888,Manhattan,2878,5.0,8.0,73.0,59.0,1011.1,0.0,0.0575,0.668333333333333,0.0,N,2015,June,8,11,Thursday
25889,Queens,450,5.0,8.0,73.0,59.0,1011.1,0.0,0.0575,0.668333333333333,0.0,N,2015,June,8,11,Thursday
25890,Staten Island,3,5.0,8.0,73.0,59.0,1011.1,0.0,0.0575,0.668333333333333,0.0,N,2015,June,8,11,Thursday
25891,Unknown,3,5.0,8.0,73.0,59.0,1011.1,0.0,0.0575,0.668333333333333,0.0,N,2015,June,8,11,Thursday
25892,Bronx,82,6.5,8.0,73.0,60.0,1010.8,0.0,0.01,0.553333333333333,0.0,N,2015,June,9,11,Thursday
25893,Brooklyn,807,6.5,8.0,73.0,60.0,1010.8,0.0,0.01,0.553333333333333,0.0,N,2015,June,9,11,Thursday
25894,EWR,0,6.5,8.0,73.0,60.0,1010.8,0.0,0.01,0.553333333333333,0.0,N,2015,June,9,11,Thursday
25895,Manhattan,3490,6.5,8.0,73.0,60.0,1010.8,0.0,0.01,0.553333333333333,0.0,N,2015,June,9,11,Thursday
25896,Queens,399,6.5,8.0,73.0,60.0,1010.8,0.0,0.01,0.553333333333333,0.0,N,2015,June,9,11,Thursday
25897,Staten Island,1,6.5,8.0,73.0,60.0,1010.8,0.0,0.01,0.553333333333333,0.0,N,2015,June,9,11,Thursday
25898,Unknown,4,6.5,8.0,73.0,60.0,1010.8,0.0,0.01,0.553333333333333,0.0,N,2015,June,9,11,Thursday
25899,Bronx,64,8.0,7.0,72.0,61.0,1011.2,0.0,0.0,0.4233333333333329,0.0,N,2015,June,10,11,Thursday
25900,Brooklyn,653,8.0,7.0,72.0,61.0,1011.2,0.0,0.0,0.4233333333333329,0.0,N,2015,June,10,11,Thursday
25901,EWR,0,8.0,7.0,72.0,61.0,1011.2,0.0,0.0,0.4233333333333329,0.0,N,2015,June,10,11,Thursday
25902,Manhattan,3022,8.0,7.0,72.0,61.0,1011.2,0.0,0.0,0.4233333333333329,0.0,N,2015,June,10,11,Thursday
25903,Queens,397,8.0,7.0,72.0,61.0,1011.2,0.0,0.0,0.4233333333333329,0.0,N,2015,June,10,11,Thursday
25904,Staten Island,1,8.0,7.0,72.0,61.0,1011.2,0.0,0.0,0.4233333333333329,0.0,N,2015,June,10,11,Thursday
25905,Unknown,3,8.0,7.0,72.0,61.0,1011.2,0.0,0.0,0.4233333333333329,0.0,N,2015,June,10,11,Thursday
25906,Bronx,58,5.5,6.0,73.0,61.0,1011.7,0.0,0.0,0.4133333333333329,0.0,N,2015,June,11,11,Thursday
25907,Brooklyn,601,5.5,6.0,73.0,61.0,1011.7,0.0,0.0,0.4133333333333329,0.0,N,2015,June,11,11,Thursday
25908,EWR,0,5.5,6.0,73.0,61.0,1011.7,0.0,0.0,0.4133333333333329,0.0,N,2015,June,11,11,Thursday
25909,Manhattan,2535,5.5,6.0,73.0,61.0,1011.7,0.0,0.0,0.4133333333333329,0.0,N,2015,June,11,11,Thursday
25910,Queens,339,5.5,6.0,73.0,61.0,1011.7,0.0,0.0,0.4133333333333329,0.0,N,2015,June,11,11,Thursday
25911,Staten Island,2,5.5,6.0,73.0,61.0,1011.7,0.0,0.0,0.4133333333333329,0.0,N,2015,June,11,11,Thursday
25912,Unknown,2,5.5,6.0,73.0,61.0,1011.7,0.0,0.0,0.4133333333333329,0.0,N,2015,June,11,11,Thursday
25913,Bronx,62,3.0,6.0,74.0,62.0,1012.0,0.0,0.0,0.4233333333333329,0.0,N,2015,June,12,11,Thursday
25914,Brooklyn,557,3.0,6.0,74.0,62.0,1012.0,0.0,0.0,0.4233333333333329,0.0,N,2015,June,12,11,Thursday
25915,EWR,0,3.0,6.0,74.0,62.0,1012.0,0.0,0.0,0.4233333333333329,0.0,N,2015,June,12,11,Thursday
25916,Manhattan,2774,3.0,6.0,74.0,62.0,1012.0,0.0,0.0,0.4233333333333329,0.0,N,2015,June,12,11,Thursday
25917,Queens,335,3.0,6.0,74.0,62.0,1012.0,0.0,0.0,0.4233333333333329,0.0,N,2015,June,12,11,Thursday
25918,Staten Island,2,3.0,6.0,74.0,62.0,1012.0,0.0,0.0,0.4233333333333329,0.0,N,2015,June,12,11,Thursday
25919,Bronx,55,6.0,6.0,75.0,63.0,1012.1,0.0,0.0,0.4183333333333329,0.0,N,2015,June,13,11,Thursday
25920,Brooklyn,562,6.0,6.0,75.0,63.0,1012.1,0.0,0.0,0.4183333333333329,0.0,N,2015,June,13,11,Thursday
25921,EWR,1,6.0,6.0,75.0,63.0,1012.1,0.0,0.0,0.4183333333333329,0.0,N,2015,June,13,11,Thursday
25922,Manhattan,2726,6.0,6.0,75.0,63.0,1012.1,0.0,0.0,0.4183333333333329,0.0,N,2015,June,13,11,Thursday
25923,Queens,322,6.0,6.0,75.0,63.0,1012.1,0.0,0.0,0.4183333333333329,0.0,N,2015,June,13,11,Thursday
25924,Staten Island,4,6.0,6.0,75.0,63.0,1012.1,0.0,0.0,0.4183333333333329,0.0,N,2015,June,13,11,Thursday
25925,Unknown,1,6.0,6.0,75.0,63.0,1012.1,0.0,0.0,0.4183333333333329,0.0,N,2015,June,13,11,Thursday
25926,Bronx,75,3.0,6.0,77.0,64.0,1011.9,0.0,0.0,0.425,0.0,N,2015,June,14,11,Thursday
25927,Brooklyn,542,3.0,6.0,77.0,64.0,1011.9,0.0,0.0,0.425,0.0,N,2015,June,14,11,Thursday
25928,EWR,0,3.0,6.0,77.0,64.0,1011.9,0.0,0.0,0.425,0.0,N,2015,June,14,11,Thursday
25929,Manhattan,2910,3.0,6.0,77.0,64.0,1011.9,0.0,0.0,0.425,0.0,N,2015,June,14,11,Thursday
25930,Queens,404,3.0,6.0,77.0,64.0,1011.9,0.0,0.0,0.425,0.0,N,2015,June,14,11,Thursday
25931,Staten Island,5,3.0,6.0,77.0,64.0,1011.9,0.0,0.0,0.425,0.0,N,2015,June,14,11,Thursday
25932,Unknown,2,3.0,6.0,77.0,64.0,1011.9,0.0,0.0,0.425,0.0,N,2015,June,14,11,Thursday
25933,Bronx,63,3.0,6.0,80.0,64.0,1012.1,0.0,0.0,0.425,0.0,N,2015,June,15,11,Thursday
25934,Brooklyn,563,3.0,6.0,80.0,64.0,1012.1,0.0,0.0,0.425,0.0,N,2015,June,15,11,Thursday
25935,EWR,0,3.0,6.0,80.0,64.0,1012.1,0.0,0.0,0.425,0.0,N,2015,June,15,11,Thursday
25936,Manhattan,3339,3.0,6.0,80.0,64.0,1012.1,0.0,0.0,0.425,0.0,N,2015,June,15,11,Thursday
25937,Queens,424,3.0,6.0,80.0,64.0,1012.1,0.0,0.0,0.425,0.0,N,2015,June,15,11,Thursday
25938,Staten Island,2,3.0,6.0,80.0,64.0,1012.1,0.0,0.0,0.425,0.0,N,2015,June,15,11,Thursday
25939,Unknown,2,3.0,6.0,80.0,64.0,1012.1,0.0,0.0,0.425,0.0,N,2015,June,15,11,Thursday
25940,Bronx,71,9.0,6.0,84.0,64.0,1012.0,0.0,0.0,0.355,0.0,N,2015,June,16,11,Thursday
25941,Brooklyn,582,9.0,6.0,84.0,64.0,1012.0,0.0,0.0,0.355,0.0,N,2015,June,16,11,Thursday
25942,EWR,0,9.0,6.0,84.0,64.0,1012.0,0.0,0.0,0.355,0.0,N,2015,June,16,11,Thursday
25943,Manhattan,3845,9.0,6.0,84.0,64.0,1012.0,0.0,0.0,0.355,0.0,N,2015,June,16,11,Thursday
25944,Queens,517,9.0,6.0,84.0,64.0,1012.0,0.0,0.0,0.355,0.0,N,2015,June,16,11,Thursday
25945,Staten Island,2,9.0,6.0,84.0,64.0,1012.0,0.0,0.0,0.355,0.0,N,2015,June,16,11,Thursday
25946,Unknown,4,9.0,6.0,84.0,64.0,1012.0,0.0,0.0,0.355,0.0,N,2015,June,16,11,Thursday
25947,Bronx,71,5.0,6.0,87.0,67.0,1012.0,0.0,0.0,0.225,0.0,N,2015,June,17,11,Thursday
25948,Brooklyn,598,5.0,6.0,87.0,67.0,1012.0,0.0,0.0,0.225,0.0,N,2015,June,17,11,Thursday
25949,EWR,1,5.0,6.0,87.0,67.0,1012.0,0.0,0.0,0.225,0.0,N,2015,June,17,11,Thursday
25950,Manhattan,4531,5.0,6.0,87.0,67.0,1012.0,0.0,0.0,0.225,0.0,N,2015,June,17,11,Thursday
25951,Queens,467,5.0,6.0,87.0,67.0,1012.0,0.0,0.0,0.225,0.0,N,2015,June,17,11,Thursday
25952,Staten Island,3,5.0,6.0,87.0,67.0,1012.0,0.0,0.0,0.225,0.0,N,2015,June,17,11,Thursday
25953,Unknown,5,5.0,6.0,87.0,67.0,1012.0,0.0,0.0,0.225,0.0,N,2015,June,17,11,Thursday
25954,Bronx,83,8.0,6.0,85.0,65.0,1011.6,0.0,0.0,0.205,0.0,N,2015,June,18,11,Thursday
25955,Brooklyn,775,8.0,6.0,85.0,65.0,1011.6,0.0,0.0,0.205,0.0,N,2015,June,18,11,Thursday
25956,EWR,0,8.0,6.0,85.0,65.0,1011.6,0.0,0.0,0.205,0.0,N,2015,June,18,11,Thursday
25957,Manhattan,5346,8.0,6.0,85.0,65.0,1011.6,0.0,0.0,0.205,0.0,N,2015,June,18,11,Thursday
25958,Queens,556,8.0,6.0,85.0,65.0,1011.6,0.0,0.0,0.205,0.0,N,2015,June,18,11,Thursday
25959,Staten Island,4,8.0,6.0,85.0,65.0,1011.6,0.0,0.0,0.205,0.0,N,2015,June,18,11,Thursday
25960,Unknown,2,8.0,6.0,85.0,65.0,1011.6,0.0,0.0,0.205,0.0,N,2015,June,18,11,Thursday
25961,Bronx,89,6.0,6.0,88.0,67.0,1011.3,0.0,0.0133333333333333,0.215,0.0,N,2015,June,19,11,Thursday
25962,Brooklyn,885,6.0,6.0,88.0,67.0,1011.3,0.0,0.0133333333333333,0.215,0.0,N,2015,June,19,11,Thursday
25963,EWR,0,6.0,6.0,88.0,67.0,1011.3,0.0,0.0133333333333333,0.215,0.0,N,2015,June,19,11,Thursday
25964,Manhattan,6067,6.0,6.0,88.0,67.0,1011.3,0.0,0.0133333333333333,0.215,0.0,N,2015,June,19,11,Thursday
25965,Queens,594,6.0,6.0,88.0,67.0,1011.3,0.0,0.0133333333333333,0.215,0.0,N,2015,June,19,11,Thursday
25966,Staten Island,3,6.0,6.0,88.0,67.0,1011.3,0.0,0.0133333333333333,0.215,0.0,N,2015,June,19,11,Thursday
25967,Unknown,1,6.0,6.0,88.0,67.0,1011.3,0.0,0.0133333333333333,0.215,0.0,N,2015,June,19,11,Thursday
25968,Bronx,67,5.0,6.0,89.0,66.0,1010.9,0.0,0.0983333333333333,0.255,0.0,N,2015,June,20,11,Thursday
25969,Brooklyn,890,5.0,6.0,89.0,66.0,1010.9,0.0,0.0983333333333333,0.255,0.0,N,2015,June,20,11,Thursday
25970,EWR,0,5.0,6.0,89.0,66.0,1010.9,0.0,0.0983333333333333,0.255,0.0,N,2015,June,20,11,Thursday
